Epoch,Train_loss,Train_pos_loss,Train_quat_loss,Val_loss,Val_pos_loss,Val_quat_loss
1,65.4873899309785,5.664260573756009,0.14955782339305623,46.79045257144589,4.075858268636574,0.10678648575702329
2,41.98523143251543,4.4377069169772385,0.09386881128884547,50.40782322784674,5.126594945987054,0.11320307070464923
3,50.296012297394654,4.8659920599876525,0.1135750505935175,60.78552905998186,3.1417278236620825,0.14410950309079945
4,49.32763501712187,5.3536053142463045,0.10993507425718892,60.65160097369404,3.535931967129932,0.14278917251641027
5,34.48237001112052,3.616253743076582,0.07716529067010985,37.63303566387347,3.651035540249969,0.08495500030905875
6,47.2110623885009,3.1876548002321576,0.11005851897067184,33.40186933878955,5.11861050055425,0.07070814709558826
7,24.52202570808119,5.0104634241037695,0.04877890570994355,43.680115012046386,4.193801476772166,0.09871578383818555
8,39.19264266684112,3.468478938682354,0.08931040932039691,38.97894049763719,4.060795962809844,0.08729536133706838
9,29.859602833735742,3.8277188642411644,0.06507970992373645,35.53195186526633,5.407875576380971,0.0753101907222134
10,44.489704925763505,3.8768708926668025,0.10153208508274175,27.452308601411303,3.6758537683455486,0.059441137082664394
11,30.989356775399507,4.781154377691687,0.06552050599426955,29.75495684578195,4.419606358687848,0.06333837621773526
12,25.796202186488525,5.123523957366832,0.051681695572804234,42.00992165277928,4.259749435883541,0.09437543054223936
13,22.239593094531056,3.2904945402151746,0.0473727463857897,21.332418957798325,4.373022209775518,0.04239849187005702
14,14.964579441113425,3.864817261402253,0.027749405449277932,18.196650992093083,3.824891900854856,0.035929397728095565
15,19.436949694464353,4.9253572987957375,0.03627898098917154,31.75625997952238,5.47767843514639,0.06569645386093997
16,25.06725578616605,4.766585551200106,0.05075167558741486,28.094506006885304,4.570040077491398,0.058811164823484766
17,21.36257916827863,4.853979573437714,0.04127149898710229,21.69361417268125,4.8080319230633615,0.04221395562404473
18,18.273679311435775,2.7822717298693003,0.038728518953916186,22.671694457451743,5.351946055410508,0.04329937100510309
19,16.95274372768462,4.180277982197184,0.03193116436371859,23.35997683035815,4.8646936383724375,0.04623820797996428
20,20.43208115769539,3.2045584870210235,0.04306880667668591,12.650943599856792,4.423062305485534,0.020569703235928147
21,15.066824817280786,4.218927175290099,0.027119744104976716,11.740871470355735,4.167944583389629,0.018932317217415263
22,10.366088719084875,4.377349914099157,0.014971847012464297,12.99617271154397,5.319515810649029,0.01919164225223735
23,9.240280936801536,4.092958317896012,0.012868306547263814,28.005601775896587,3.5110512845381394,0.06123637622839612
24,17.759162092689227,3.823240891599911,0.03483980300272329,19.98788699477147,5.049462719925861,0.03734606068711402
25,11.074335518804698,4.486935165769318,0.01646850088258845,24.19185432707653,5.482305181472502,0.04677387286401007
26,12.342358297411668,5.0837293006222835,0.018146572491973458,10.14224718355963,3.683054788152724,0.016147980988517267
27,19.49851211044561,4.155380888921301,0.03835782805381077,19.04591486007732,4.465053148292768,0.036452154279461385
28,10.511663701248342,4.268252413972782,0.015608528218188901,39.63418594264086,3.1118805065593294,0.09130576359020383
29,7.88005896040978,4.194639739152589,0.009213548053142978,9.222858370761482,3.97299956053274,0.013124647025571855
30,8.402964945533078,5.074587076344437,0.008320944672971606,8.009806710925773,3.4084641811058085,0.01150335632454991
31,11.966277553806501,4.0513298168164615,0.0197873693424751,10.947971492132448,3.8656591850110096,0.017705780767803596
32,17.29155422604714,3.4361235107541224,0.03463857678823254,10.83649398763811,4.014597827721714,0.01705474039979099
33,7.890680198890054,3.098190604544199,0.011981223985864639,7.7721819907205605,4.392177018671219,0.008450012430123355
34,7.694404802539774,4.51820872659077,0.007940490189872508,7.399338813184437,3.372266983471566,0.010067679574282177
35,6.121765595143396,2.809768330797447,0.008279993160864873,6.9249909165630426,3.595160938204424,0.008324574945896546
36,13.932695843020914,3.2750842942299982,0.02664402887197729,8.739868608299219,4.328893487980939,0.011027437800795702
37,16.592950165971317,3.140784338978749,0.03363041456748141,11.12092594687047,2.9959208363329712,0.020312512776343748
38,22.958011169410792,3.2143887505669775,0.04935905604710953,10.751828050827546,2.869041917704808,0.019706965332806844
39,6.040059200743326,3.2015114695637785,0.007096369327948869,9.239936373442635,2.876874665563033,0.015907654269699003
40,10.416264873771802,4.097931958787647,0.015795832287460388,7.919695964242294,4.3830593820814565,0.008841591455402094
41,5.0036113398898925,2.455614788125718,0.0063699913794104356,17.76522623603689,3.552099057837887,0.035532817945497515
42,10.562544540151627,3.11035148571955,0.018630482636080192,8.195511280103238,2.8605500929176295,0.013337402967964023
43,6.229594965081241,3.4548814425682672,0.006936783806282435,19.769423922600396,4.478931008045187,0.03822623228638802
44,6.268139281669011,3.7745236055559714,0.006234039190282599,6.861635175379032,2.92182069514946,0.009849536200573928
45,4.141549391577939,2.6525893881931477,0.0037224000084619784,7.894641314488244,2.9416699065921854,0.012382428519740148
46,5.665664767592844,3.637351161707432,0.005070784014713531,15.123433465511821,3.615943370570262,0.0287687252373539
47,12.920212969680625,3.101929710701642,0.024545708147447456,6.905119234786822,3.1963443896585857,0.00927193711282059
48,9.677544046847778,3.4296066669792764,0.015619843449671255,10.602487830395125,2.9217546476083363,0.019201832956966973
49,12.988713519788838,3.3213768516734277,0.024168341670288526,14.718668998640286,3.524253071422274,0.02798603981804503
50,12.975083630465834,2.942311682392829,0.025081929870182512,6.066910517768876,3.375917636460496,0.006727482203270949
51,5.549792865012456,3.2288415722450607,0.005802378231918488,5.570264648349647,3.2933566908553757,0.005692269893735677
52,4.524911309017328,3.2788986516300294,0.003115031643468245,5.916548213568479,3.643679394237052,0.005682172048328568
53,7.837666310595182,3.8076669478172938,0.010074998406944723,5.860284802350916,3.285050157156764,0.00643808661298538
